Index;scenario;dwt_30;dwt_50;dwt_70;dwt_90;dwt_110;dwt_130;stripWidth;vol;peat;location;crit35a
23;viitasaari_other_P1_vol_175;-0.459005441;-0.688508161;-0.734408705;-0.780309249;-0.803259521;-0.817029684;40;175;other_P1;Viitasaari;-0.784989387
24;laihia_other_P1_vol_45;-0.307585839;-0.461378758;-0.492137342;-0.522895926;-0.538275218;-0.547502793;40;45;other_P1;Laihia;-0.568192071
25;laihia_other_P1_vol_90;-0.323040546;-0.484560819;-0.516864873;-0.549168928;-0.565320955;-0.575012172;40;90;other_P1;Laihia;-0.577204031
26;laihia_other_P1_vol_130;-0.318751621;-0.478127432;-0.510002594;-0.541877756;-0.557815337;-0.567377886;40;130;other_P1;Laihia;-0.617219155
27;laihia_other_P1_vol_175;-0.375314755;-0.562972133;-0.600503609;-0.638035084;-0.656800822;-0.668060265;40;175;other_P1;Laihia;-0.338438719
28;kankaanpaa_other_P1_vol_45;-0.144787941;-0.217181911;-0.231660705;-0.246139499;-0.253378896;-0.257722534;40;45;other_P1;Kankaanpaa;-0.394547338
29;kankaanpaa_other_P1_vol_90;-0.026471394;-0.039707091;-0.04235423;-0.04500137;-0.046324939;-0.047119081;40;90;other_P1;Kankaanpaa;-0.495865239
30;kankaanpaa_other_P1_vol_130;-0.31972776;-0.47959164;-0.511564416;-0.543537192;-0.55952358;-0.569115413;40;130;other_P1;Kankaanpaa;-0.302375041
31;kankaanpaa_other_P1_vol_175;-0.338763426;-0.508145139;-0.542021482;-0.575897825;-0.592835996;-0.602998899;40;175;other_P1;Kankaanpaa;-0.724317287
32;juva_other_P1_vol_45;-0.083985984;-0.125978976;-0.134377575;-0.142776173;-0.146975472;-0.149495052;40;45;other_P1;Juva;-0.687805907
33;juva_other_P1_vol_90;-0.003320376;-0.004980565;-0.005312602;-0.00564464;-0.005810659;-0.00591027;40;90;other_P1;Juva;-0.448288364
34;juva_other_P1_vol_130;-0.274206465;-0.411309698;-0.438730345;-0.466150991;-0.479861314;-0.488087508;40;130;other_P1;Juva;-0.406081629
35;juva_other_P1_vol_175;-0.400325617;-0.600488426;-0.640520988;-0.68055355;-0.700569831;-0.712579599;40;175;other_P1;Juva;-0.708749459
36;lohja_other_P1_vol_45;-0.331253962;-0.496880944;-0.53000634;-0.563131736;-0.579694434;-0.589632053;40;45;other_P1;Lohja;-0.723355711
37;lohja_other_P1_vol_90;-0.423669201;-0.635503801;-0.677870721;-0.720237641;-0.741421101;-0.754131177;40;90;other_P1;Lohja;-0.41639612
38;lohja_other_P1_vol_130;-0.084761592;-0.127142388;-0.135618547;-0.144094706;-0.148332786;-0.150875634;40;130;other_P1;Lohja;-0.786991925
39;lohja_other_P1_vol_175;-0.320044948;-0.480067423;-0.512071917;-0.544076412;-0.56007866;-0.569680008;40;175;other_P1;Lohja;-0.683584573
40;rovaniemi_sphagnum_P1_vol_45;-0.071434771;-0.107152156;-0.114295633;-0.12143911;-0.125010848;-0.127153892;40;45;sphagnum_P1;Rovaniemi;-0.429561158
41;rovaniemi_sphagnum_P1_vol_90;-0.384471628;-0.576707442;-0.615154605;-0.653601768;-0.672825349;-0.684359498;40;90;sphagnum_P1;Rovaniemi;-0.560786021
42;rovaniemi_sphagnum_P1_vol_130;-0.47794764;-0.716921461;-0.764716225;-0.812510989;-0.836408371;-0.8507468;40;130;sphagnum_P1;Rovaniemi;-0.559535327
43;rovaniemi_sphagnum_P1_vol_175;-0.252365902;-0.378548853;-0.403785444;-0.429022034;-0.441640329;-0.449211306;40;175;sphagnum_P1;Rovaniemi;-0.661639862
44;ylitornio_sphagnum_P1_vol_45;-0.385426613;-0.57813992;-0.616682581;-0.655225242;-0.674496573;-0.686059371;40;45;sphagnum_P1;Ylitornio;-0.691362935
45;ylitornio_sphagnum_P1_vol_90;-0.094798262;-0.142197394;-0.15167722;-0.161157046;-0.165896959;-0.168740907;40;90;sphagnum_P1;Ylitornio;-0.635710575
46;ylitornio_sphagnum_P1_vol_130;-0.024058879;-0.036088318;-0.038494206;-0.040900094;-0.042103038;-0.042824804;40;130;sphagnum_P1;Ylitornio;-0.385246467
47;ylitornio_sphagnum_P1_vol_175;-0.061395597;-0.092093396;-0.098232956;-0.104372515;-0.107442295;-0.109284163;40;175;sphagnum_P1;Ylitornio;-0.686547691
48;hyrynsalmi_sphagnum_P1_vol_45;-0.416192758;-0.624289136;-0.665908412;-0.707527688;-0.728337326;-0.740823108;40;45;sphagnum_P1;Hyrynsalmi;-0.53359224
49;hyrynsalmi_sphagnum_P1_vol_90;-0.433742096;-0.650613144;-0.693987353;-0.737361563;-0.759048667;-0.77206093;40;90;sphagnum_P1;Hyrynsalmi;-0.35473363
50;hyrynsalmi_sphagnum_P1_vol_130;-0.082346606;-0.123519908;-0.131754569;-0.139989229;-0.14410656;-0.146576958;40;130;sphagnum_P1;Hyrynsalmi;-0.530818173
51;hyrynsalmi_sphagnum_P1_vol_175;-0.44537051;-0.668055765;-0.712592816;-0.757129867;-0.779398393;-0.792759508;40;175;sphagnum_P1;Hyrynsalmi;-0.366093622
52;siikajoki_sphagnum_P1_vol_45;-0.252891825;-0.379337738;-0.404626921;-0.429916103;-0.442560694;-0.450147449;40;45;sphagnum_P1;Siikajoki;-0.562956172
53;siikajoki_sphagnum_P1_vol_90;-0.24275314;-0.364129711;-0.388405025;-0.412680339;-0.424817996;-0.43210059;40;90;sphagnum_P1;Siikajoki;-0.728264228
54;siikajoki_sphagnum_P1_vol_130;-0.202948406;-0.304422609;-0.32471745;-0.34501229;-0.355159711;-0.361248163;40;130;sphagnum_P1;Siikajoki;-0.375719323
55;siikajoki_sphagnum_P1_vol_175;-0.139512403;-0.209268605;-0.223219845;-0.237171085;-0.244146705;-0.248332078;40;175;sphagnum_P1;Siikajoki;-0.501326656
56;ilomantsi_sphagnum_P1_vol_45;-0.27034472;-0.405517079;-0.432551551;-0.459586023;-0.473103259;-0.481213601;40;45;sphagnum_P1;Ilomantsi;-0.39958711
57;ilomantsi_sphagnum_P1_vol_90;-0.312348367;-0.468522551;-0.499757387;-0.530992224;-0.546609642;-0.555980093;40;90;sphagnum_P1;Ilomantsi;-0.375111404
58;ilomantsi_sphagnum_P1_vol_130;-0.023848631;-0.035772946;-0.038157809;-0.040542672;-0.041735103;-0.042450562;40;130;sphagnum_P1;Ilomantsi;-0.671426029
59;ilomantsi_sphagnum_P1_vol_175;-0.059120188;-0.088680283;-0.094592301;-0.10050432;-0.10346033;-0.105233935;40;175;sphagnum_P1;Ilomantsi;-0.764299387
60;viitasaari_sphagnum_P1_vol_45;-0.04919187;-0.073787804;-0.078706991;-0.083626178;-0.086085772;-0.087561528;40;45;sphagnum_P1;Viitasaari;-0.762911534
61;viitasaari_sphagnum_P1_vol_90;-0.437673822;-0.656510733;-0.700278115;-0.744045497;-0.765929188;-0.779059403;40;90;sphagnum_P1;Viitasaari;-0.646300875
62;viitasaari_sphagnum_P1_vol_130;-0.147795133;-0.221692699;-0.236472212;-0.251251725;-0.258641482;-0.263075336;40;130;sphagnum_P1;Viitasaari;-0.595890258
63;viitasaari_sphagnum_P1_vol_175;-0.098720176;-0.148080263;-0.157952281;-0.167824298;-0.172760307;-0.175721913;40;175;sphagnum_P1;Viitasaari;-0.6793127
64;laihia_sphagnum_P1_vol_45;-0.443113267;-0.6646699;-0.708981227;-0.753292554;-0.775448217;-0.788741615;40;45;sphagnum_P1;Laihia;-0.431312653
65;laihia_sphagnum_P1_vol_90;-0.031308396;-0.046962594;-0.050093433;-0.053224273;-0.054789692;-0.055728944;40;90;sphagnum_P1;Laihia;-0.585519738
66;laihia_sphagnum_P1_vol_130;-0.364090456;-0.546135684;-0.582544729;-0.618953775;-0.637158298;-0.648081011;40;130;sphagnum_P1;Laihia;-0.357608865
67;laihia_sphagnum_P1_vol_175;-0.070747682;-0.106121523;-0.113196292;-0.12027106;-0.123808444;-0.125930875;40;175;sphagnum_P1;Laihia;-0.713858008
68;kankaanpaa_sphagnum_P1_vol_45;-0.417571757;-0.626357635;-0.668114811;-0.709871987;-0.730750575;-0.743277727;40;45;sphagnum_P1;Kankaanpaa;-0.737937658
69;kankaanpaa_sphagnum_P1_vol_90;-0.027994551;-0.041991827;-0.044791282;-0.047590737;-0.048990464;-0.049830301;40;90;sphagnum_P1;Kankaanpaa;-0.605854054
70;kankaanpaa_sphagnum_P1_vol_130;-0.145955326;-0.218932989;-0.233528521;-0.248124054;-0.25542182;-0.25980048;40;130;sphagnum_P1;Kankaanpaa;-0.447641667
71;kankaanpaa_sphagnum_P1_vol_175;-0.047648314;-0.071472471;-0.076237302;-0.081002133;-0.083384549;-0.084813998;40;175;sphagnum_P1;Kankaanpaa;-0.798899471
72;juva_sphagnum_P1_vol_45;-0.411955436;-0.617933155;-0.659128698;-0.700324242;-0.720922014;-0.733280677;40;45;sphagnum_P1;Juva;-0.372925652
73;juva_sphagnum_P1_vol_90;-0.243001166;-0.364501748;-0.388801865;-0.413101981;-0.42525204;-0.432542075;40;90;sphagnum_P1;Juva;-0.770416229
74;juva_sphagnum_P1_vol_130;-0.492704146;-0.739056218;-0.788326633;-0.837597047;-0.862232255;-0.877013379;40;130;sphagnum_P1;Juva;-0.544409872
75;juva_sphagnum_P1_vol_175;-0.152962493;-0.22944374;-0.244739989;-0.260036238;-0.267684363;-0.272273238;40;175;sphagnum_P1;Juva;-0.4109939
76;lohja_sphagnum_P1_vol_45;-0.420571748;-0.630857622;-0.672914797;-0.714971972;-0.736000559;-0.748617712;40;45;sphagnum_P1;Lohja;-0.412100958
77;lohja_sphagnum_P1_vol_90;-0.164090745;-0.246136118;-0.262545193;-0.278954267;-0.287158804;-0.292081527;40;90;sphagnum_P1;Lohja;-0.320793276
78;lohja_sphagnum_P1_vol_130;-0.341037234;-0.511555852;-0.545659575;-0.579763299;-0.59681516;-0.607046277;40;130;sphagnum_P1;Lohja;-0.469703999
79;lohja_sphagnum_P1_vol_175;-0.491885818;-0.737828727;-0.787017309;-0.836205891;-0.860800181;-0.875556756;40;175;sphagnum_P1;Lohja;-0.787643937
80;rovaniemi_other_P2_vol_45;-0.466337545;-0.699506318;-0.746140072;-0.792773827;-0.816090704;-0.83008083;40;45;other_P2;Rovaniemi;-0.61515448
81;rovaniemi_other_P2_vol_90;-0.477364213;-0.716046319;-0.763782741;-0.811519162;-0.835387372;-0.849708299;40;90;other_P2;Rovaniemi;-0.653464647
82;rovaniemi_other_P2_vol_130;-0.250968745;-0.376453117;-0.401549992;-0.426646866;-0.439195303;-0.446724366;40;130;other_P2;Rovaniemi;-0.499876836
83;rovaniemi_other_P2_vol_175;-0.102113423;-0.153170134;-0.163381477;-0.173592819;-0.17869849;-0.181761893;40;175;other_P2;Rovaniemi;-0.642995413
84;ylitornio_other_P2_vol_45;-0.246036559;-0.369054838;-0.393658494;-0.41826215;-0.430563978;-0.437945075;40;45;other_P2;Ylitornio;-0.513605546
85;ylitornio_other_P2_vol_90;-0.453241863;-0.679862795;-0.725186981;-0.770511167;-0.793173261;-0.806770517;40;90;other_P2;Ylitornio;-0.400208907
86;ylitornio_other_P2_vol_130;-0.11676263;-0.175143946;-0.186820209;-0.198496472;-0.204334603;-0.207837482;40;130;other_P2;Ylitornio;-0.472638499
87;ylitornio_other_P2_vol_175;-0.205196013;-0.307794019;-0.32831362;-0.348833222;-0.359093022;-0.365248903;40;175;other_P2;Ylitornio;-0.377842135
88;hyrynsalmi_other_P2_vol_45;-0.380130028;-0.570195041;-0.608208044;-0.646221047;-0.665227548;-0.676631449;40;45;other_P2;Hyrynsalmi;-0.413509508
89;hyrynsalmi_other_P2_vol_90;-0.20425492;-0.306382381;-0.326807873;-0.347233365;-0.357446111;-0.363573758;40;90;other_P2;Hyrynsalmi;-0.307851623
90;hyrynsalmi_other_P2_vol_130;-0.330578855;-0.495868283;-0.528926169;-0.561984054;-0.578512997;-0.588430363;40;130;other_P2;Hyrynsalmi;-0.491688751
91;hyrynsalmi_other_P2_vol_175;-0.417625544;-0.626438316;-0.66820087;-0.709963425;-0.730844702;-0.743373468;40;175;other_P2;Hyrynsalmi;-0.51442079
92;siikajoki_other_P2_vol_45;-0.097213735;-0.145820602;-0.155541976;-0.165263349;-0.170124036;-0.173040448;40;45;other_P2;Siikajoki;-0.301450697
93;siikajoki_other_P2_vol_90;-0.375355901;-0.563033851;-0.600569442;-0.638105032;-0.656872827;-0.668133504;40;90;other_P2;Siikajoki;-0.335293187
94;siikajoki_other_P2_vol_130;-0.430025849;-0.645038773;-0.688041358;-0.731043943;-0.752545236;-0.765446011;40;130;other_P2;Siikajoki;-0.435612295
95;siikajoki_other_P2_vol_175;-0.263292899;-0.394939348;-0.421268638;-0.447597928;-0.460762573;-0.46866136;40;175;other_P2;Siikajoki;-0.64678436
96;ilomantsi_other_P2_vol_45;-0.433898314;-0.650847471;-0.694237302;-0.737627133;-0.759322049;-0.772338999;40;45;other_P2;Ilomantsi;-0.75809859
97;ilomantsi_other_P2_vol_90;-0.369601895;-0.554402842;-0.591363031;-0.628323221;-0.646803315;-0.657891372;40;90;other_P2;Ilomantsi;-0.700568496
98;ilomantsi_other_P2_vol_130;-0.114133526;-0.171200289;-0.182613642;-0.194026994;-0.199733671;-0.203157676;40;130;other_P2;Ilomantsi;-0.710079665
99;ilomantsi_other_P2_vol_175;-0.315404555;-0.473106833;-0.504647289;-0.536187744;-0.551957972;-0.561420108;40;175;other_P2;Ilomantsi;-0.577704186
100;viitasaari_other_P2_vol_45;-0.277368575;-0.416052863;-0.443789721;-0.471526578;-0.485395007;-0.493716064;40;45;other_P2;Viitasaari;-0.563834399
101;viitasaari_other_P2_vol_90;-0.015451656;-0.023177484;-0.02472265;-0.026267816;-0.027040398;-0.027503948;40;90;other_P2;Viitasaari;-0.503251227
102;viitasaari_other_P2_vol_130;-0.236073693;-0.354110539;-0.377717909;-0.401325278;-0.413128963;-0.420211173;40;130;other_P2;Viitasaari;-0.609458211
103;viitasaari_other_P2_vol_175;-0.261624203;-0.392436304;-0.418598724;-0.444761144;-0.457842354;-0.465691081;40;175;other_P2;Viitasaari;-0.379800857
104;laihia_other_P2_vol_45;-0.250066907;-0.37510036;-0.400107051;-0.425113741;-0.437617087;-0.445119094;40;45;other_P2;Laihia;-0.721889948
105;laihia_other_P2_vol_90;-0.39323122;-0.58984683;-0.629169952;-0.668493074;-0.688154635;-0.699951572;40;90;other_P2;Laihia;-0.335687387
106;laihia_other_P2_vol_130;-0.267984786;-0.401977178;-0.428775657;-0.455574136;-0.468973375;-0.477012918;40;130;other_P2;Laihia;-0.721241237
107;laihia_other_P2_vol_175;-0.45593092;-0.683896381;-0.729489473;-0.775082565;-0.797879111;-0.811557038;40;175;other_P2;Laihia;-0.439013027
108;kankaanpaa_other_P2_vol_45;-0.267764838;-0.401647257;-0.42842374;-0.455200224;-0.468588466;-0.476621411;40;45;other_P2;Kankaanpaa;-0.720048764
109;kankaanpaa_other_P2_vol_90;-0.256418465;-0.384627698;-0.410269544;-0.435911391;-0.448732314;-0.456424868;40;90;other_P2;Kankaanpaa;-0.433538906
110;kankaanpaa_other_P2_vol_130;-0.231955162;-0.347932743;-0.37112826;-0.394323776;-0.405921534;-0.412880189;40;130;other_P2;Kankaanpaa;-0.403555641
111;kankaanpaa_other_P2_vol_175;-0.327229295;-0.490843943;-0.523566873;-0.556289802;-0.572651267;-0.582468146;40;175;other_P2;Kankaanpaa;-0.415083428
112;juva_other_P2_vol_45;-0.269981921;-0.404972881;-0.431971073;-0.458969266;-0.472468362;-0.480567819;40;45;other_P2;Juva;-0.565742379
113;juva_other_P2_vol_90;-0.130418084;-0.195627127;-0.208668935;-0.221710743;-0.228231648;-0.23214419;40;90;other_P2;Juva;-0.550897041
114;juva_other_P2_vol_130;-0.342806882;-0.514210322;-0.548491011;-0.582771699;-0.599912043;-0.610196249;40;130;other_P2;Juva;-0.75966712
115;juva_other_P2_vol_175;-0.288862156;-0.433293235;-0.46217945;-0.491065666;-0.505508774;-0.514174638;40;175;other_P2;Juva;-0.518305493
116;lohja_other_P2_vol_45;-0.226024265;-0.339036397;-0.361638823;-0.38424125;-0.395542463;-0.402323191;40;45;other_P2;Lohja;-0.759324399
117;lohja_other_P2_vol_90;-0.15672659;-0.235089885;-0.250762544;-0.266435203;-0.274271532;-0.27897333;40;90;other_P2;Lohja;-0.505579577
118;lohja_other_P2_vol_130;-0.119303043;-0.178954564;-0.190884868;-0.202815172;-0.208780325;-0.212359416;40;130;other_P2;Lohja;-0.628954226
119;lohja_other_P2_vol_175;-0.382759434;-0.574139151;-0.612415094;-0.650691038;-0.669829009;-0.681311792;40;175;other_P2;Lohja;-0.775803903
120;rovaniemi_sphagnum_P2_vol_45;-0.417588378;-0.626382566;-0.668141404;-0.709900242;-0.730779661;-0.743307312;40;45;sphagnum_P2;Rovaniemi;-0.78296854
121;rovaniemi_sphagnum_P2_vol_90;-0.454188593;-0.681282889;-0.726701749;-0.772120608;-0.794830038;-0.808455695;40;90;sphagnum_P2;Rovaniemi;-0.709491894
122;rovaniemi_sphagnum_P2_vol_130;-0.445709811;-0.668564716;-0.713135697;-0.757706678;-0.779992168;-0.793363463;40;130;sphagnum_P2;Rovaniemi;-0.369092192
123;rovaniemi_sphagnum_P2_vol_175;-0.076464876;-0.114697314;-0.122343801;-0.129990289;-0.133813533;-0.136107479;40;175;sphagnum_P2;Rovaniemi;-0.691993946
124;ylitornio_sphagnum_P2_vol_45;-0.062190875;-0.093286312;-0.099505399;-0.105724487;-0.10883403;-0.110699757;40;45;sphagnum_P2;Ylitornio;-0.415642001
125;ylitornio_sphagnum_P2_vol_90;-0.426038093;-0.63905714;-0.681660949;-0.724264758;-0.745566663;-0.758347806;40;90;sphagnum_P2;Ylitornio;-0.754955532
126;ylitornio_sphagnum_P2_vol_130;-0.417739718;-0.626609577;-0.668383549;-0.710157521;-0.731044507;-0.743576699;40;130;sphagnum_P2;Ylitornio;-0.502748153
127;ylitornio_sphagnum_P2_vol_175;-0.40624692;-0.609370381;-0.649995073;-0.690619765;-0.710932111;-0.723119518;40;175;sphagnum_P2;Ylitornio;-0.740115964
128;hyrynsalmi_sphagnum_P2_vol_45;-0.255468328;-0.383202492;-0.408749325;-0.434296157;-0.447069574;-0.454733624;40;45;sphagnum_P2;Hyrynsalmi;-0.362763644
129;hyrynsalmi_sphagnum_P2_vol_90;-0.232977205;-0.349465807;-0.372763528;-0.396061248;-0.407710109;-0.414699425;40;90;sphagnum_P2;Hyrynsalmi;-0.584344213
130;hyrynsalmi_sphagnum_P2_vol_130;-0.102792484;-0.154188726;-0.164467975;-0.174747223;-0.179886847;-0.182970622;40;130;sphagnum_P2;Hyrynsalmi;-0.696890909
131;hyrynsalmi_sphagnum_P2_vol_175;-0.463140098;-0.694710147;-0.741024157;-0.787338167;-0.810495172;-0.824389375;40;175;sphagnum_P2;Hyrynsalmi;-0.385166886
132;siikajoki_sphagnum_P2_vol_45;-0.149580883;-0.224371324;-0.239329412;-0.254287501;-0.261766545;-0.266253971;40;45;sphagnum_P2;Siikajoki;-0.706602647
133;siikajoki_sphagnum_P2_vol_90;-0.032637985;-0.048956978;-0.052220776;-0.055484575;-0.057116474;-0.058095613;40;90;sphagnum_P2;Siikajoki;-0.310178285
134;siikajoki_sphagnum_P2_vol_130;-0.065936433;-0.098904649;-0.105498292;-0.112091935;-0.115388757;-0.11736685;40;130;sphagnum_P2;Siikajoki;-0.594747402
135;siikajoki_sphagnum_P2_vol_175;-0.456136492;-0.684204738;-0.729818387;-0.775432036;-0.798238861;-0.811922956;40;175;sphagnum_P2;Siikajoki;-0.482112984
136;ilomantsi_sphagnum_P2_vol_45;-0.335805452;-0.503708178;-0.537288723;-0.570869268;-0.587659541;-0.597733704;40;45;sphagnum_P2;Ilomantsi;-0.605107808
137;ilomantsi_sphagnum_P2_vol_90;-0.002495412;-0.003743118;-0.003992659;-0.0042422;-0.004366971;-0.004441833;40;90;sphagnum_P2;Ilomantsi;-0.32013774
138;ilomantsi_sphagnum_P2_vol_130;-0.240386783;-0.360580174;-0.384618852;-0.408657531;-0.42067687;-0.427888473;40;130;sphagnum_P2;Ilomantsi;-0.62136849
139;ilomantsi_sphagnum_P2_vol_175;-0.036359092;-0.054538638;-0.058174548;-0.061810457;-0.063628412;-0.064719184;40;175;sphagnum_P2;Ilomantsi;-0.375158494
140;viitasaari_sphagnum_P2_vol_45;-0.43758583;-0.656378745;-0.700137328;-0.743895911;-0.765775203;-0.778902778;40;45;sphagnum_P2;Viitasaari;-0.546275526
141;viitasaari_sphagnum_P2_vol_90;-0.171330207;-0.256995311;-0.274128332;-0.291261352;-0.299827863;-0.304967769;40;90;sphagnum_P2;Viitasaari;-0.36785625
142;viitasaari_sphagnum_P2_vol_130;-0.284168948;-0.426253421;-0.454670316;-0.483087211;-0.497295658;-0.505820727;40;130;sphagnum_P2;Viitasaari;-0.746703806
143;viitasaari_sphagnum_P2_vol_175;-0.452746801;-0.679120201;-0.724394881;-0.769669561;-0.792306901;-0.805889305;40;175;sphagnum_P2;Viitasaari;-0.380185367
144;laihia_sphagnum_P2_vol_45;-0.336873286;-0.505309928;-0.538997257;-0.572684585;-0.58952825;-0.599634448;40;45;sphagnum_P2;Laihia;-0.44968006
145;laihia_sphagnum_P2_vol_90;-0.261737433;-0.392606149;-0.418779893;-0.444953636;-0.458040507;-0.46589263;40;90;sphagnum_P2;Laihia;-0.741177328
146;laihia_sphagnum_P2_vol_130;-0.168446596;-0.252669894;-0.269514554;-0.286359214;-0.294781543;-0.299834941;40;130;sphagnum_P2;Laihia;-0.612057637
147;laihia_sphagnum_P2_vol_175;-0.204399239;-0.306598858;-0.327038782;-0.347478705;-0.357698667;-0.363830645;40;175;sphagnum_P2;Laihia;-0.66252096
148;kankaanpaa_sphagnum_P2_vol_45;-0.47310324;-0.70965486;-0.756965184;-0.804275508;-0.82793067;-0.842123768;40;45;sphagnum_P2;Kankaanpaa;-0.531646967
149;kankaanpaa_sphagnum_P2_vol_90;-0.081179945;-0.121769917;-0.129887912;-0.138005906;-0.142064903;-0.144500302;40;90;sphagnum_P2;Kankaanpaa;-0.52500054
150;kankaanpaa_sphagnum_P2_vol_130;-0.278075927;-0.417113891;-0.444921483;-0.472729076;-0.486632872;-0.49497515;40;130;sphagnum_P2;Kankaanpaa;-0.560873156
151;kankaanpaa_sphagnum_P2_vol_175;-0.450985899;-0.676478849;-0.721577439;-0.766676029;-0.789225324;-0.802754901;40;175;sphagnum_P2;Kankaanpaa;-0.749425241
152;juva_sphagnum_P2_vol_45;-0.362533314;-0.543799971;-0.580053302;-0.616306633;-0.634433299;-0.645309299;40;45;sphagnum_P2;Juva;-0.788759527
153;juva_sphagnum_P2_vol_90;-0.09085797;-0.136286955;-0.145372752;-0.154458549;-0.159001447;-0.161727186;40;90;sphagnum_P2;Juva;-0.668067366
154;juva_sphagnum_P2_vol_130;-0.215463807;-0.32319571;-0.34474209;-0.366288471;-0.377061661;-0.383525576;40;130;sphagnum_P2;Juva;-0.418664584
155;juva_sphagnum_P2_vol_175;-0.353076626;-0.529614939;-0.564922602;-0.600230264;-0.617884096;-0.628476395;40;175;sphagnum_P2;Juva;-0.768962199
156;lohja_sphagnum_P2_vol_45;-0.249689156;-0.374533734;-0.39950265;-0.424471565;-0.436956023;-0.444446698;40;45;sphagnum_P2;Lohja;-0.769443903
157;lohja_sphagnum_P2_vol_90;-0.322736067;-0.484104101;-0.516377708;-0.548651314;-0.564788118;-0.5744702;40;90;sphagnum_P2;Lohja;-0.688940155
158;lohja_sphagnum_P2_vol_130;-0.030544599;-0.045816898;-0.048871358;-0.051925818;-0.053453048;-0.054369386;40;130;sphagnum_P2;Lohja;-0.678812644
